Date         0    Lo30   Med40    Hi30    Lo20    Qnt2    Qnt3    Qnt4    Hi20    Lo10    Dec2    Dec3    Dec4    Dec5    Dec6    Dec7    Dec8    Dec9    Hi10
197906  -99.99    5.77    5.74    4.35    5.39    6.53    5.39    6.35    4.04    5.33    5.48    6.74    6.38    6.07    4.76    5.89    6.62    5.98    3.54
197907  -99.99    2.49    3.49    1.09    2.37    3.06    3.57    2.56    0.97    1.83    3.11    2.73    3.33    2.98    4.10    3.47    1.98    2.78    0.50
197908  -99.99    7.61    7.43    5.88    7.48    7.78    7.27    7.22    5.72    7.29    7.74    7.88    7.70    8.09    6.54    7.53    7.02    6.06    5.63
197909  -99.99   -0.65   -0.11    0.09   -0.46   -0.46   -0.46   -0.58    0.27   -0.61   -0.25   -1.06    0.05    0.44   -1.27    0.30   -1.13    0.12    0.31
197910  -99.99  -10.85   -9.20   -6.42  -10.59  -10.68   -9.18   -8.65   -6.12  -10.26  -11.01  -11.40  -10.08   -9.33   -9.04   -8.83   -8.54   -7.95   -5.63
197911  -99.99    7.87    8.30    5.68    7.49    8.35    8.40    7.68    5.45    7.06    8.06    8.67    8.08    9.28    7.60    8.26    7.32    6.77    5.11
197912  -99.99    7.25    4.79    1.82    7.62    6.44    4.45    3.68    1.63    8.47    6.51    6.45    6.44    5.21    3.75    4.49    3.17    3.85    1.05
198001  -99.99    9.32    6.54    5.94   10.17    7.02    6.74    6.22    5.90   11.52    8.35    7.50    6.62    6.95    6.54    6.24    6.20    6.12    5.84
198002  -99.99   -1.03   -2.60    0.17   -0.97   -1.88   -2.77   -2.33    0.53   -0.56   -1.54   -1.15   -2.48   -2.37   -3.14   -2.42   -2.27   -2.97    1.45
198003  -99.99  -18.40  -15.54   -9.99  -18.74  -17.21  -16.05  -13.47   -9.56  -19.12  -18.22  -17.65  -16.85  -17.41  -14.75  -14.19  -13.03  -10.14   -9.42
198004  -99.99    6.19    6.54    4.73    6.14    6.00    7.32    6.56    4.43    5.23    7.38    6.29    5.77    6.58    8.00    5.83    7.01    4.88    4.31
198005  -99.99    7.37    8.57    5.42    6.86    8.84    7.78    8.37    5.10    6.59    7.21    8.47    9.15    8.11    7.48    9.39    7.75    5.96    4.88
198006  -99.99    4.44    4.96    3.24    4.58    4.86    4.81    4.94    3.00    4.45    4.76    4.15    5.45    5.37    4.30    4.93    4.95    3.77    2.80
198007  -99.99   10.10    9.43    6.20    9.90   10.75    9.23    7.72    6.11    9.31   10.67   10.48   10.96    9.21    9.24    8.94    6.89    8.16    5.57
198008  -99.99    7.27    4.32    1.52    7.83    5.89    4.32    2.36    1.53    8.23    7.32    6.25    5.61    4.00    4.57    3.68    1.45    2.53    1.26
198009  -99.99    3.96    3.14    2.88    4.22    3.06    3.23    3.05    2.87    4.46    3.90    3.48    2.73    3.29    3.18    3.23    2.93    3.62    2.67
198010  -99.99    4.60    1.97    1.74    5.15    3.37    2.31    0.83    1.87    6.11    3.90    3.57    3.21    3.20    1.65    0.90    0.78    1.56    1.96
198011  -99.99    7.77    8.35   11.49    7.56    8.31    7.04    8.32   12.06    7.54    7.59    8.18    8.42    5.80    7.98   10.03    7.08    9.23   12.83
198012  -99.99   -4.19   -2.47   -3.14   -4.56   -2.75   -2.61   -2.18   -3.28   -4.39   -4.80   -3.48   -2.18   -2.18   -2.94   -2.42   -2.00   -2.07   -3.60
198101  -99.99   -0.63   -2.05   -4.91   -0.48   -1.24   -1.62   -2.86   -5.18    0.00   -1.12   -0.90   -1.50   -1.03   -2.07   -2.87   -2.86   -3.86   -5.52
198102  -99.99    0.03    1.91    1.88   -0.39    1.68    2.02    2.29    1.76   -0.43   -0.33    0.81    2.36    1.78    2.20    1.54    2.83    1.28    1.89
198103  -99.99    7.64    8.09    3.42    7.53    7.79    7.86    8.19    2.84    7.16    8.04    7.83    7.76    7.07    8.45    8.57    7.91    7.36    1.61
198104  -99.99    3.38    1.85   -2.05    3.86    3.21    2.21    0.00   -2.29    3.56    4.25    2.50    3.75    2.37    2.08    0.43   -0.31   -0.64   -2.75
198105  -99.99    3.47    2.98    0.56    3.46    3.42    2.89    2.25    0.39    3.41    3.53    3.48    3.37    2.78    2.98    2.89    1.78    1.71    0.01
198106  -99.99   -1.74   -2.18   -0.40   -1.50   -2.58   -1.83   -1.49   -0.32   -1.54   -1.45   -2.18   -2.88   -1.12   -2.35   -2.27   -0.93   -2.04    0.18
198107  -99.99   -2.55   -1.83    0.38   -2.79   -2.12   -1.82   -1.04    0.52   -2.48   -3.20   -2.04   -2.19   -1.46   -2.12   -1.66   -0.58   -1.07    0.98
198108  -99.99   -8.12   -6.29   -5.33   -8.34   -7.35   -6.42   -5.29   -5.38   -8.44   -8.21   -7.67   -7.11   -5.98   -6.80   -5.71   -4.98   -5.88   -5.23
198109  -99.99   -9.10   -6.40   -5.50   -9.48   -7.34   -6.36   -6.74   -5.29  -10.16   -8.59   -8.31   -6.64   -7.37   -5.50   -6.35   -7.04   -5.70   -5.17
198110  -99.99    7.96    7.09    5.75    7.83    8.20    7.24    6.40    5.65    7.34    8.47    8.21    8.20    7.34    7.15    6.35    6.44    7.34    5.17
198111  -99.99    2.61    3.73    4.77    2.04    3.95    2.74    4.76    4.78    1.15    3.19    3.79    4.07    3.51    2.10    4.83    4.71    3.94    5.03
198112  -99.99   -1.71   -2.04   -3.04   -1.82   -1.78   -1.99   -2.52   -3.07   -2.10   -1.46   -1.49   -1.99   -1.63   -2.30   -2.13   -2.81   -2.49   -3.23
198201  -99.99   -2.19   -4.22   -2.00   -1.87   -3.60   -3.81   -3.91   -1.82   -1.23   -2.69   -2.82   -4.15   -4.52   -3.19   -4.75   -3.28   -2.98   -1.49
198202  -99.99   -4.52   -4.20   -5.22   -4.47   -4.34   -3.99   -3.85   -5.47   -4.37   -4.61   -4.62   -4.14   -4.82   -3.29   -4.48   -3.40   -4.51   -5.74
198203  -99.99   -1.01   -0.59   -0.88   -1.14   -0.87   -0.28   -1.00   -0.84   -1.17   -1.11   -0.75   -0.95   -0.22   -0.32   -0.80   -1.15   -1.11   -0.77
198204  -99.99    5.32    5.23    4.17    5.31    5.78    5.42    5.01    4.01    4.80    5.96    5.34    6.10    5.54    5.31    4.54    5.34    5.23    3.65
198205  -99.99   -2.08   -3.21   -2.79   -1.75   -3.26   -2.49   -4.00   -2.61   -1.84   -1.65   -2.73   -3.65   -2.40   -2.55   -3.93   -4.04   -4.39   -2.09
198206  -99.99   -2.86   -2.25   -1.96   -2.94   -2.19   -2.31   -2.11   -1.97   -2.74   -3.18   -2.71   -1.81   -2.82   -1.86   -2.40   -1.90   -2.72   -1.76
198207  -99.99   -1.89   -1.57   -2.27   -1.87   -0.91   -1.76   -2.88   -2.12   -1.71   -2.09   -1.92   -0.13   -1.46   -1.99   -2.08   -3.44   -3.62   -1.72
198208  -99.99    6.21   10.92   12.58    5.49    8.14   11.18   12.55   12.52    4.43    6.98    7.64    8.52   11.10   11.24   11.84   13.04   12.26   12.59
198209  -99.99    3.83    3.44    1.26    3.64    4.11    3.90    2.99    0.99    3.20    4.25    4.23    4.03    4.67    3.33    2.49    3.34    1.54    0.85
198210  -99.99   14.28   14.29   11.03   13.99   13.96   13.95   14.06   10.74   12.95   15.41   14.87   13.29   13.74   14.11   15.32   13.20   11.76   10.47
198211  -99.99    9.63    8.19    4.17   10.18    8.79    8.41    6.34    3.97   11.78    8.07    8.54    8.97    8.95    8.00    7.46    5.57    5.04    3.70
198212  -99.99    1.70    0.56    1.38    1.99    0.63    0.52    1.38    1.32    2.03    1.94    1.12    0.26    0.45    0.58    0.78    1.80    1.05    1.39
198301  -99.99    8.87    4.52    3.67   10.20    6.46    4.49    3.55    3.67   11.59    8.30    6.11    6.73    5.02    4.09    3.39    3.66    2.75    3.91
198302  -99.99    5.70    4.84    2.54    5.36    5.93    5.10    3.27    2.52    5.35    5.38    6.43    5.56    5.56    4.75    4.07    2.70    3.00    2.40
198303  -99.99    5.02    3.97    3.21    5.20    3.97    4.70    3.02    3.26    5.64    4.58    4.64    3.47    4.95    4.51    3.18    2.90    3.75    3.13
198304  -99.99    8.01    7.14    7.32    8.15    8.24    6.77    6.54    7.45    7.90    8.52    7.69    8.66    6.89    6.67    6.86    6.31    6.59    7.68
198305  -99.99    8.40    4.36   -0.54    9.54    5.48    4.14    3.80   -1.08   10.33    8.39    5.98    5.11    3.87    4.35    4.25    3.47    2.21   -1.93
198306  -99.99    4.19    4.32    3.61    4.06    4.63    4.08    3.31    3.77    4.57    3.30    4.48    4.75    4.76    3.57    4.43    2.49    3.54    3.83
198307  -99.99   -2.16   -3.36   -3.45   -2.21   -3.02   -2.96   -3.37   -3.49   -2.46   -1.86   -2.06   -3.84   -2.47   -3.35   -3.66   -3.15   -3.32   -3.54
198308  -99.99   -3.75   -2.12    1.47   -3.85   -3.11   -2.69   -0.13    1.60   -4.60   -2.83   -3.54   -2.74   -3.20   -2.28   -1.03    0.55   -0.29    2.13
198309  -99.99    0.70    3.19    1.42   -0.23    2.58    3.33    2.43    1.36   -0.81    0.54    2.59    2.58    2.50    4.00    3.31    1.77    2.21    1.14
198310  -99.99   -6.01   -4.94   -1.57   -6.06   -6.27   -4.88   -3.70   -1.32   -5.95   -6.19   -5.91   -6.59   -5.60   -4.32   -4.20   -3.33   -2.35   -1.04
198311  -99.99    3.42    4.90    2.16    3.14    5.08    4.84    4.73    1.77    2.57    3.88    3.98    6.04    4.41    5.17    4.44    4.94    2.42    1.59
198312  -99.99   -1.49   -1.74   -0.69   -1.78   -1.39   -1.67   -2.01   -0.47   -2.20   -1.25   -0.90   -1.80   -1.85   -1.53   -1.79   -2.17   -1.64   -0.16
198401  -99.99   -0.48   -3.15   -0.60   -0.04   -1.38   -3.56   -3.34   -0.22    0.72   -1.02   -1.31   -1.43   -2.54   -4.34   -3.46   -3.25   -1.23    0.05
198402  -99.99   -5.49   -5.55   -3.40   -5.66   -4.86   -5.79   -5.03   -3.24   -5.62   -5.72   -5.14   -4.62   -5.49   -6.03   -5.69   -4.54   -5.12   -2.74
198403  -99.99    0.81    1.48    1.16    0.66    0.83    1.33    1.84    1.09    0.37    1.03    1.11    0.60    1.62    1.10    2.12    1.64    2.46    0.74
198404  -99.99   -1.27   -0.30    0.81   -1.74   -0.11   -0.19   -1.61    1.25   -2.47   -0.81   -0.33    0.08   -0.02   -0.32   -0.61   -2.33   -0.86    1.80
198405  -99.99   -4.94   -5.43   -5.04   -5.11   -5.11   -5.62   -5.27   -5.00   -5.14   -5.07   -4.60   -5.54   -6.14   -5.21   -5.12   -5.37   -5.34   -4.91
198406  -99.99    2.06    3.50    2.85    1.82    3.19    3.41    3.42    2.79    0.88    3.00    2.52    3.76    3.55    3.30    3.50    3.36    3.21    2.68
198407  -99.99   -4.85   -3.54   -1.13   -4.89   -4.12   -3.20   -3.52   -0.84   -5.44   -4.19   -4.77   -3.62   -3.60   -2.87   -3.99   -3.18   -1.52   -0.65
198408  -99.99   10.10   12.11   11.00    9.00   11.92   12.79   12.27   10.75    7.72   10.61   12.60   11.41   13.04   12.58   11.56   12.79   11.07   10.67
198409  -99.99   -0.41   -0.03    0.17   -0.28   -0.62    0.23    0.49    0.07   -0.13   -0.46   -0.71   -0.55    0.53   -0.02   -0.11    0.92    0.61   -0.09
198410  -99.99   -1.77   -0.73    0.61   -2.08   -0.88   -0.55    0.19    0.56   -2.21   -1.92   -1.07   -0.73    0.15   -1.13   -0.98    1.01    1.06    0.41
198411  -99.99   -2.77   -0.84   -0.86   -2.85   -2.21   -0.28   -0.83   -0.89   -3.79   -1.71   -2.61   -1.90   -0.30   -0.26   -1.04   -0.69   -0.02   -1.14
198412  -99.99    1.37    2.43    2.64    0.91    2.05    2.78    2.72    2.58    0.11    1.87    2.34    1.82    2.93    2.65    2.25    3.05    3.31    2.37
198501  -99.99   12.82   10.88    7.51   12.73   12.27   10.49    9.81    7.30   12.93   12.50   13.01   11.69   10.61   10.39   10.99    9.00    6.92    7.41
198502  -99.99    3.17    1.39    1.74    3.56    2.54    1.07    1.62    1.71    4.32    2.65    2.36    2.68    1.63    0.60    1.14    1.94    2.08    1.60
198503  -99.99   -1.68   -0.92    0.20   -1.43   -1.82   -1.21   -0.21    0.26   -1.34   -1.55   -2.19   -1.53   -0.97   -1.41   -0.16   -0.25    1.13    0.01
198504  -99.99   -0.79   -0.41   -0.12   -0.52   -0.62   -0.16   -0.53   -0.11   -0.93   -0.02   -1.35   -0.04    0.20   -0.46   -0.97   -0.23   -0.24   -0.07
198505  -99.99    3.32    4.78    6.29    2.84    4.17    4.90    5.73    6.29    2.37    3.40    4.36    4.01    5.14    4.70    5.03    6.22    7.34    5.99
198506  -99.99    1.64    2.50    1.68    1.52    2.65    2.75    2.01    1.60    1.13    1.99    1.87    3.25    2.79    2.73    1.72    2.21    2.47    1.34
198507  -99.99    2.69    1.42   -0.81    2.58    2.86    1.69   -0.06   -0.87    2.41    2.78    2.94    2.80    1.66    1.72    0.40   -0.40   -1.68   -0.62
198508  -99.99   -0.55   -0.53   -0.43   -0.48   -0.44   -0.88   -0.40   -0.42   -0.46   -0.51   -0.70   -0.25   -1.01   -0.78   -0.22   -0.53   -0.48   -0.40
198509  -99.99   -5.69   -5.03   -3.39   -5.70   -5.64   -4.69   -5.08   -3.15   -6.07   -5.25   -5.66   -5.62   -5.15   -4.32   -5.19   -5.01   -4.49   -2.73
198510  -99.99    2.89    4.11    4.99    2.24    4.21    3.59    5.23    4.90    1.24    3.46    4.23    4.20    3.95    3.30    4.75    5.61    6.47    4.42
198511  -99.99    6.35    7.46    7.03    5.78    7.62    6.97    7.18    7.10    4.59    7.18    7.52    7.69    7.70    6.39    7.97    6.58    7.15    7.08
198512  -99.99    4.19    3.98    4.75    3.81    4.32    4.21    3.95    4.85    3.16    4.55    4.95    3.88    4.52    3.97    3.74    4.12    3.96    5.12
198601  -99.99    2.91    1.95    0.68    3.78    1.32    2.31    1.76    0.53    4.88    2.54    1.18    1.42    2.24    2.36    1.76    1.76    2.75   -0.16
198602  -99.99    7.08    7.33    7.83    6.43    7.66    7.37    7.74    7.80    5.91    7.03    8.43    7.10    8.05    6.82    7.38    8.02    8.65    7.53
198603  -99.99    4.70    5.94    5.44    4.83    4.66    5.67    5.34    5.61    4.12    5.63    4.43    4.82    4.48    6.63    6.82    4.23    4.51    5.97
198604  -99.99    1.43    0.36   -1.31    1.81    1.19    1.16   -0.99   -1.38    1.81    1.81    0.65    1.58    1.94    0.54   -1.26   -0.78   -2.54   -1.01
198605  -99.99    3.71    4.90    5.42    3.95    4.01    5.02    5.14    5.43    3.49    4.46    3.20    4.58    4.60    5.37    4.89    5.33    5.68    5.36
198606  -99.99    0.92    0.99    1.82    0.89    1.18    0.95    1.39    1.82    1.14    0.62    0.97    1.34    0.50    1.31    0.87    1.78    1.45    1.94
198607  -99.99   -8.77   -7.54   -5.22   -8.35   -8.82   -8.13   -6.60   -5.00   -8.13   -8.60   -9.62   -8.25   -9.29   -7.24   -6.34   -6.78   -5.36   -4.88
198608  -99.99    1.52    5.85    7.26    0.74    3.88    5.57    7.39    7.20    0.04    1.51    3.11    4.42    4.14    6.62    6.99    7.67    7.10    7.23
198609  -99.99   -6.48   -6.40   -8.74   -6.48   -6.62   -6.36   -7.01   -8.91   -6.19   -6.80   -6.47   -6.73   -6.43   -6.31   -6.30   -7.51   -8.25   -9.13
198610  -99.99    2.55    4.11    5.65    1.90    4.03    3.20    5.65    5.61    1.43    2.42    3.85    4.16    3.18    3.22    5.32    5.88    6.53    5.32
198611  -99.99   -0.74    0.21    2.14   -0.94   -0.45    0.02    0.82    2.33   -1.29   -0.56   -0.35   -0.52    0.26   -0.15    0.83    0.81    1.39    2.63
198612  -99.99   -3.38   -2.56   -2.75   -3.75   -2.71   -2.22   -3.35   -2.62   -4.19   -3.29   -2.65   -2.74   -2.05   -2.33   -2.92   -3.65   -3.70   -2.27
198701  -99.99   11.25   12.37   13.08   10.85   11.99   11.79   12.84   13.16   10.75   10.96   12.02   11.97   11.52   11.99   13.34   12.50   12.62   13.33
198702  -99.99    7.75    6.71    3.98    8.05    7.85    6.73    5.55    3.79    8.08    8.03    7.18    8.33    6.75    6.72    5.91    5.30    4.82    3.47
198703  -99.99    2.60    1.52    2.16    2.69    1.83    1.36    1.40    2.30    3.36    1.98    2.41    1.43    1.80    1.05    1.77    1.14    1.10    2.67
198704  -99.99   -2.09   -2.35   -1.47   -2.10   -3.03   -2.55   -2.64   -1.19   -1.99   -2.23   -2.06   -3.71   -3.18   -2.10   -1.42   -3.51   -2.29   -0.85
198705  -99.99   -0.26    0.27    0.73   -0.30   -0.73    0.50    0.53    0.77   -0.09   -0.54   -0.20   -1.12    0.77    0.31    0.64    0.46    0.09    0.98
198706  -99.99    1.77    3.17    5.08    1.42    2.68    3.22    3.85    5.18    1.72    1.08    2.42    2.86    2.79    3.52    3.26    4.29    5.18    5.19
198707  -99.99    2.50    4.29    4.54    2.34    3.16    4.40    4.89    4.46    2.07    2.65    2.85    3.39    4.03    4.72    4.52    5.16    4.94    4.32
198708  -99.99    2.32    3.57    4.20    1.64    3.63    3.19    3.55    4.34    0.99    2.40    3.81    3.49    4.28    2.26    4.13    3.13    3.33    4.65
198709  -99.99   -1.99   -1.84   -2.22   -1.83   -2.07   -2.32   -1.43   -2.29   -1.19   -2.58   -2.32   -1.88   -2.18   -2.45   -1.14   -1.64   -2.44   -2.24
198710  -99.99  -29.42  -27.13  -20.77  -29.62  -29.24  -27.04  -25.12  -20.31  -28.90  -30.48  -28.97  -29.46  -28.10  -26.15  -26.22  -24.32  -22.27  -19.72
198711  -99.99   -5.08   -4.42   -8.25   -5.35   -4.87   -4.07   -5.27   -8.55   -5.31   -5.38   -4.52   -5.14   -4.38   -3.82   -4.58   -5.75   -6.46   -9.16
198712  -99.99    4.62    8.81    6.98    3.64    8.05    8.29    8.58    6.85    1.62    6.10    6.74    9.06    8.34    8.25    9.42    7.98    7.84    6.56
198801  -99.99    5.83    3.82    4.68    6.37    4.08    4.35    3.70    4.75    7.40    5.17    4.69    3.61    3.60    4.96    3.16    4.09    5.95    4.39
198802  -99.99    6.66    7.98    4.39    6.44    8.42    7.75    7.60    4.00    6.11    6.85    7.11    9.43    7.89    7.64    7.69    7.53    4.89    3.73
198803  -99.99    4.23    1.66   -3.18    4.54    3.60    1.59    0.67   -3.66    4.28    4.85    3.58    3.62    2.29    1.03    0.92    0.49   -1.92   -4.20
198804  -99.99    1.78    0.90    0.94    1.69    2.49    0.70    0.53    0.98    1.13    2.35    1.99    2.87    0.86    0.57    0.33    0.67    0.61    1.09
198805  -99.99   -2.35   -0.83    0.78   -2.20   -2.55   -0.47   -0.09    0.85   -2.38   -1.99   -2.66   -2.46   -1.13    0.06   -0.60    0.27   -0.34    1.22
198806  -99.99    6.01    6.91    4.75    5.34    7.52    6.42    6.74    4.54    5.07    5.65    7.44    7.57    6.58    6.30    7.30    6.36    5.08    4.38
198807  -99.99   -0.19   -1.79   -0.53   -0.09   -0.70   -1.84   -1.78   -0.36    0.09   -0.35   -0.37   -0.97   -1.37   -2.27   -2.05   -1.60   -1.58   -0.01
198808  -99.99   -2.24   -2.30   -2.88   -2.42   -2.60   -2.44   -1.77   -3.04   -2.24   -2.66   -1.92   -3.18   -2.85   -2.07   -1.75   -1.79   -2.70   -3.14
198809  -99.99    2.15    3.00    4.28    1.61    2.73    2.59    3.20    4.50    1.10    2.32    3.16    2.35    2.90    2.31    3.81    2.80    5.09    4.33
198810  -99.99   -1.21    0.03    2.50   -1.62   -0.81    0.08    0.31    2.84   -1.72   -1.49   -0.47   -1.10    0.13    0.04    0.41    0.25    1.65    3.18
198811  -99.99   -3.75   -2.19   -1.43   -4.03   -2.86   -2.42   -2.16   -1.29   -4.36   -3.56   -3.25   -2.52   -2.16   -2.65   -1.74   -2.43   -2.65   -0.90
198812  -99.99    3.22    2.99    1.85    2.38    4.00    3.60    2.15    1.80    2.12    2.74    4.72    3.38    3.74    3.47    2.04    2.22    1.92    1.76
198901  -99.99    4.97    5.35    7.04    4.95    4.61    5.31    5.94    7.19    4.93    4.98    4.99    4.27    4.42    6.08    5.82    6.03    7.20    7.19
198902  -99.99    0.70    0.33   -2.30    0.43    1.34    0.40   -0.06   -2.63    0.36    0.53    1.18    1.48    0.47    0.34   -0.20    0.03   -1.47   -2.96
198903  -99.99    2.25    1.70    2.35    2.19    2.13    2.13    1.45    2.44    1.88    2.62    2.36    1.93    3.77    0.73    1.04    1.73    2.47    2.42
198904  -99.99    3.39    5.32    5.15    2.81    4.58    5.14    5.29    5.17    2.86    2.74    4.40    4.73    5.37    4.93    5.79    4.96    4.86    5.26
198905  -99.99    3.26    4.33    4.16    3.09    3.72    4.72    3.97    4.19    2.93    3.30    3.57    3.84    4.74    4.71    4.02    3.93    4.85    4.00
198906  -99.99   -1.61   -1.01   -0.41   -1.34   -2.02   -1.01   -0.11   -0.50   -1.16   -1.60   -2.06   -1.98   -1.27   -0.77   -0.66    0.27    0.38   -0.76
198907  -99.99    3.54    5.43    8.80    2.82    4.43    4.79    7.49    8.91    2.65    3.04    4.74    4.19    4.85    4.74    6.79    7.97    8.01    9.18
198908  -99.99    2.44    3.51    1.88    1.85    3.30    3.23    3.44    1.72    1.96    1.70    3.40    3.22    3.06    3.37    3.99    3.07    3.45    1.22
198909  -99.99    0.18   -0.44   -0.02    0.19    0.57   -0.30   -1.49    0.22   -0.08    0.54    0.15    0.91    0.22   -0.73   -1.20   -1.69   -0.51    0.44
198910  -99.99   -5.63   -5.18   -2.29   -5.71   -6.02   -5.22   -4.61   -1.95   -5.70   -5.74   -5.48   -6.44   -5.46   -5.03   -4.56   -4.64   -4.61   -1.17
198911  -99.99    0.05    0.93    2.03   -0.57    0.60    1.44    1.52    2.02   -1.23    0.25    1.04    0.25    1.16    1.66    0.62    2.12    1.17    2.25
198912  -99.99   -0.62    0.74    2.24   -1.48    0.51    0.22    1.95    2.24   -2.14   -0.69    0.75    0.32   -0.49    0.80    1.56    2.21    1.74    2.38
199001  -99.99   -7.50   -7.96   -7.01   -6.67   -8.81   -8.24   -7.98   -6.81   -5.56   -8.02   -8.80   -8.82   -9.17   -7.50   -7.26   -8.45   -6.85   -6.80
199002  -99.99    2.74    2.29    1.44    1.88    3.14    2.85    1.93    1.35    1.22    2.70    4.12    2.33    2.91    2.80    1.60    2.16    1.95    1.18
199003  -99.99    3.34    3.14    2.25    2.34    3.98    2.69    2.59    2.30    2.03    2.72    4.90    3.22    3.71    1.88    3.66    1.87    1.19    2.61
199004  -99.99   -2.51   -4.25   -2.38   -2.77   -3.61   -3.59   -4.50   -2.13   -2.14   -3.52   -2.13   -4.85   -3.29   -3.83   -4.77   -4.31   -3.97   -1.62
199005  -99.99    6.22    8.09    9.44    4.98    7.34    7.78    9.27    9.45    4.06    6.11    8.08    6.70    6.76    8.59    9.05    9.42    9.30    9.49
199006  -99.99    0.19   -0.25   -0.61    0.63   -0.30    0.24   -0.85   -0.58    1.33   -0.21   -0.46   -0.15    1.08   -0.41   -0.87   -0.83   -1.64   -0.30
199007  -99.99   -4.24   -3.10   -0.60   -4.31   -4.17   -3.76   -2.25   -0.34   -4.00   -4.63   -4.14   -4.19   -3.78   -3.74   -1.69   -2.59   -1.91    0.08
199008  -99.99  -13.19  -11.37   -8.86  -13.17  -12.83  -11.96  -10.14   -8.69  -12.48  -13.86  -13.22  -12.56  -12.54  -11.51  -10.00  -10.22   -9.35   -8.51
199009  -99.99   -8.92   -7.54   -4.89   -9.00   -9.07   -8.22   -7.20   -4.50   -8.60   -9.41   -8.81   -9.25   -9.51   -7.24   -5.84   -8.04   -6.28   -4.04
199010  -99.99   -6.35   -4.20   -0.36   -6.62   -5.78   -4.61   -3.01   -0.05   -6.99   -6.25   -5.93   -5.68   -5.74   -3.77   -3.01   -3.01   -2.28    0.52
199011  -99.99    4.43    8.46    6.77    2.90    7.41    9.05    8.97    6.44    1.64    4.21    6.76    7.88    9.17    8.96    7.99    9.58    9.69    5.64
199012  -99.99    1.38    4.77    2.84    0.13    4.47    4.79    4.08    2.72   -1.17    1.44    3.21    5.36    4.53    4.99    4.47    3.83    4.03    2.39
199101  -99.99    8.07    7.30    4.64    7.82    7.93    7.85    6.16    4.49    7.28    8.34    8.43    7.58    9.17    6.90    6.50    5.95    6.10    4.07
199102  -99.99   11.83    9.95    7.06   12.78   11.15    9.29    8.67    6.97   12.81   12.76   10.49   11.61   10.07    8.72   10.01    7.84    7.96    6.71
199103  -99.99    7.50    4.54    2.58    8.05    6.23    4.89    3.95    2.37    9.65    6.50    6.70    5.92    5.26    4.62    3.44    4.28    2.88    2.24
199104  -99.99    0.85    0.24    0.24    1.26    0.35    0.38    0.82    0.10    2.69   -0.17    0.26    0.41    1.09   -0.15   -0.02    1.35    1.62   -0.30
199105  -99.99    3.84    4.33    4.07    3.21    4.30    4.30    4.98    3.92    2.63    3.81    4.75    3.99    4.35    4.27    4.52    5.27    4.93    3.65
199106  -99.99   -4.39   -4.08   -4.56   -4.54   -4.31   -4.06   -4.64   -4.50   -4.02   -5.07   -4.18   -4.40   -3.74   -4.29   -3.96   -5.06   -5.58   -4.20
199107  -99.99    3.47    4.98    4.76    3.27    3.96    5.29    4.67    4.79    2.17    4.16    3.73    4.15    4.92    5.57    4.95    4.50    4.72    4.81
199108  -99.99    3.20    3.55    2.62    3.08    3.67    4.36    2.47    2.63    1.86    4.05    3.35    3.94    4.99    3.87    2.32    2.55    2.66    2.62
199109  -99.99    1.31   -0.52   -1.40    1.29    0.50   -0.52   -0.61   -1.50    0.89    1.60    1.34   -0.21   -0.17   -0.79   -0.66   -0.58   -0.92   -1.65
199110  -99.99    3.33    1.95    1.52    3.91    2.35    2.50    1.83    1.43    2.32    5.14    2.60    2.15    2.71    2.33    1.14    2.23    2.39    1.18
199111  -99.99   -4.25   -4.24   -3.60   -3.24   -5.07   -4.61   -3.73   -3.57   -1.24   -4.74   -5.56   -4.65   -5.46   -3.94   -3.56   -3.83   -4.67   -3.29
199112  -99.99    5.91   10.42   11.63    4.90    8.39   11.05   10.91   11.66    2.81    6.53    7.24    9.37   10.67   11.35   10.05   11.41   11.74   11.64
199201  -99.99   11.24    3.69   -1.84   13.91    7.30    4.50    1.22   -2.24   16.73   11.78    7.81    6.86    5.28    3.89    1.20    1.23   -0.09   -2.78
199202  -99.99    3.51    2.45    0.99    4.35    2.42    2.74    2.01    0.85    5.13    3.75    2.36    2.46    2.39    3.01    2.04    1.99    2.15    0.51
199203  -99.99   -3.37   -2.68   -2.08   -3.05   -3.64   -2.38   -2.97   -1.94   -1.10   -4.60   -3.81   -3.50   -2.50   -2.28   -2.72   -3.12   -2.32   -1.84
199204  -99.99   -4.82   -1.45    2.62   -5.03   -3.85   -1.68    0.90    2.77   -5.21   -4.89   -4.51   -3.29   -1.07   -2.15   -0.26    1.57    2.04    2.95
199205  -99.99    0.15    0.89    0.63    0.06    0.77    0.92    0.56    0.65    0.23   -0.08    0.27    1.19    0.79    1.03    0.70    0.49    0.58    0.67
199206  -99.99   -4.64   -3.03   -1.62   -5.11   -3.73   -2.94   -2.04   -1.63   -4.71   -5.43   -4.01   -3.50   -3.23   -2.71   -2.94   -1.53   -1.70   -1.61
199207  -99.99    3.34    4.12    4.15    2.82    3.66    4.66    4.27    4.10    2.46    3.10    4.09    3.30    4.09    5.07    3.77    4.58    4.10    4.10
199208  -99.99   -2.97   -2.58   -1.98   -3.18   -2.61   -2.70   -2.16   -1.97   -3.29   -3.10   -2.67   -2.56   -3.34   -2.23   -2.43   -2.00   -2.52   -1.83
199209  -99.99    2.02    1.98    1.29    1.02    2.63    2.62    1.50    1.23    0.76    1.24    3.44    1.96    2.00    3.07    1.10    1.74    2.62    0.88
